SEQ,FLUD_CAUSE,F_DSTRC_NM,F_DSSTR_NM,F_CUE_DTL,ADM_CD,WRITNG_YM,FLUD_TIME,FLUD_DPWT,DMG_AMOUNT,F_BEGIN_DE,F_END_DE,F_BEGIN_TM,F_END_TM,FLUD_WAL
15005,2,남양주시 진접읍 내곡리,집중호우 및 태풍“에위니아”에 의한 침수피해,집중호우에 의한 영서천의 수위상승/낮은 배수구의 위치로 인한 배수불량,4136025323,200612,18,0.5 M~ 1 M,0,20060715,20060716,1900,1300,0.5M
15006,2,남양주시 진건읍 배양리,집중호우 및 태풍“에위니아”에 의한 침수피해,집중호우에 의한 내수침수/ 하천의 토사누적으로 인한 범람,4136025922,200612,18,0.5 M~ 1 M,0,20060715,20060716,1900,1300,1.5M
15007,2,남양주시 도농동,집중호우 및 태풍“에위니아”에 의한 침수피해,집중호우에 의한 내수침수/ 하천의 토사누적으로 인한 범람,4136011000,200612,18,0.5 M~ 1 M,0,20060715,20060716,1900,1300,1.5M
15008,2,남양주시 지금동,집중호우 및 태풍“에위니아”에 의한 침수피해,집중호우에 의한 내수침수/ 하천의 토사누적으로 인한 범람,4136010900,200612,18,0.5 M~ 1 M,0,20060715,20060716,1900,1300,1.5M
15009,2,남양주시 일패동/ 이패동,집중호우 및 태풍“에위니아”에 의한 침수피해,집중호우에 의한 내수침수/ 배수시설 미흡으로 인한 침수,4136010400,200612,18,0.5 M~ 1.5 M,0,20060715,20060716,1900,1300,1.5M
15010,2,남방동,2006.7.14 ~ 7.20 집중호우,침수 지역이 중랑천 옆에 산재하고 있는 지역으로 폭우시 배수로가 좁은관계로 하천물의 역류에 침수가 발생함,4163010300,200609,48,,3036000000,20060712,20060713,300,1600,0M
15011,2,방성리,2006.7.14 ~ 7.20 집중호우,구거보다 농경지가 낮은지역으로 상습침수지역임,4163025021,200609,48,,3036000000,20060712,20060713,300,1600,0M
15012,2,홍죽리/ 가업리/ 오산리,2006.7.14 ~ 7.20 집중호우,폭우에 의한 우수가 주위 지형보다 낮은 지역으로 흘러듬에 따른 내수에 의한 침수,4163025000,200609,48,,3036000000,20060712,20060713,300,1600,0M
15013,2,우고리,2006.7.14 ~ 7.20 집중호우,광범위한 지역의 농경지에서 지형이 낮은 곳으로 우수가 이동 흘러듬에 따른 내수에 의한 침수,4163033023,200609,48,,3036000000,20060712,20060713,300,1600,0M
15014,2,광적면/ 오산리,2006.7.14 ~ 7.20 집중호우,침수지역을 통과하는 구거의 범람과 주위에서 모여든 우수에 의한 침수,4163000000,200609,48,,3036000000,20060712,20060713,300,1600,0M
15015,3,개군면 하자포리,침수 (태풍 에위니아 - 집중 호우 및 남한강 수위상승,남한강 수위상승으로 수문으로 역류하여 농경지 침수,4183041021,200609,51,3 M,6130725000,20060716,20060718,1000,1300,3M
15016,2,양평읍 창대1/2/3리,침수 (태풍 에위니아 - 집중 호우 및 남한강 수위상승,집중호우 및 남한강 펌프장 용량부족으로 침수,4183025000,200609,55,3 M,6130725000,20060716,20060718,800,1500,3M
15017,2,개군면 석장/앙덕리,침수 (태풍 에위니아 - 집중 호우 및 남한강 수위상승,집중호우로 인한 농경지 침수,4183041024,200609,53,3 M,6130725000,20060716,20060718,1000,1500,3M
15018,2,강상면 세월리,침수 (태풍 에위니아 - 집중 호우 및 남한강 수위상승,집중호우 및 남한강 수위상승으로 주택일부 침수 및 농지침수,4183031026,200609,48,3 M,6130725000,20060716,20060718,1000,1000,3M
15019,3,양평읍 회현리,침수 (태풍 에위니아 - 집중 호우 및 남한강 수위상승,남한강 수위상승으로 인한 수문으로 역류현상에 의한 농경지 침수,4183025031,200609,30,3 M,6130725000,20060716,20060718,800,1400,3M
15020,2,통복지구,2006. 태풍 에위니아 및 집중호우,집중호우로 우수유입에 의한 침수,4122011400,200612,20,0.5 M~ 1.6 M,0,20060728,20060729,1200,800,7.3M
15021,2,신평지구,2006. 태풍 에위니아 및 집중호우,집중호우에 따른 우수유입에 의한 침수,4122011600,200612,20,0.2 M~ 2.2 M,0,20060728,20060729,1200,800,7.4M
15022,3,평택시 오성면 안화리 일원,2006. 07. 25 집중호우 및 제3호 태풍 “에위니아”,우수유입/ 내수침수 및 진위천 제방범람/  배수시설 미비,4122034024,200612,36,0.8 M~ 2.1 M,206748000,20060728,20060729,100,1300,6.2M
15023,3,평택시 청북면 어연리 일원,2006. 07. 25 집중호우 및 제3호 태풍 “에위니아”,우수유입/ 내수침수 및 황구지천 제방범람/  배수시설 미비,4122035028,200612,36,1.2 M~ 3.2 M,206748000,20060728,20060729,100,1300,8M
15024,3,평택시 청북면 삼계리 일원,2006. 07. 25 집중호우 및 제3호 태풍 “에위니아”,우수유입/ 내수침수 및 중앙삼계수로 제방범람/  배수시설 미비,4122035000,200612,36,1 M~ 4 M,206748000,20060728,20060729,100,1300,4.5M
15025,3,평택시 포승면 원정리 일원,2006. 07. 25 집중호우 및 제3호 태풍 “에위니아”,우수유입/ 내수침수 및 남양호 수위상승에 의한 역류,4122025600,200612,36,0.5 M~ 3.5 M,206748000,20060728,20060729,100,1300,4M
15026,3,평택시 포승면 홍원리,2006. 07. 25 집중호우 및 제3호 태풍 “에위니아”,우수유입/ 내수침수 및 남양호 수위상승에 의한 역류,4122025629,200612,36,0.5 M~ 2.5 M,206748000,20060728,20060729,100,1300,4.5M
90635,2,묘촌지구,2014년 국지성 집중호우,- 2014년 8월 25일 8시간동안 240㎜의 국지성 집중호우 발생- 침수피해지역은 우산천 서쪽에 접한 농경지로 분지형태의 지형 특성으로 우수의 유입이 집중하고 우산천의 범람과 내수배제의 불량으로 침수 발생,4812500000,201503,6,0.4m ~ 1.8m,0,20140825,20140825,1200,1800,14.3m
90651,1,남원읍 의귀2지구,제18호태풍(차바),18호태풍(집중호우)에 의한 하천 범람,5013000000,201612,5,0.2~1.2m,0,20161005,20161005,200,700,7215
90654,1,송정1지구,태풍 '차바'에 의한 침수피해,1. 하수/우수관거 용량 부족- 짧은 시간동안 많은 해수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 송정천 수위 상승 및 태풍 차바의 영향으로 월파 침수피해 발생.,2635000000,201701,2,0.3m~0.5m,0,20161005,20161005,900,1100,6884.5
90653,1,송정2지구,태풍 '차바'에 의한 침수피해,1. 하수/우수관거 용량 부족- 짧은 시간동안 많은 해수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 해수면 상승 및 태풍 차바의 영향으로 월파 침수피해 발생.,2635000000,201701,2,0.3m~0.5m,0,20161005,20161005,900,1100,1175.1
90674,1,동호지구,제18호태풍차바,동호만 인접해있는 상업지구로서 지대가 낮고 우수 유입의 집중으로 내수배제가 불리한 지역임,4822000000,201703,5,0.2m~0.8m,42000000,20161005,20161005,700,1200,2.43m
90675,2,동항지구,9월17일 집중호우,섬 지역으로 지대가 낮고 우수 유입의 집중으로 내수배제가 불리한 지역임,4822000000,201703,6,0.5m~3.6m,42000000,20160917,20160917,900,1500,4.50m
90593,2,덕천1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501,2,0.5m(최저)~0.6m(최고),0,20140825,20140825,1400,1600,EL. 5.8m
90673,1,민락1지구,태풍 '차바'에 의한 침수피해,1. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수 및 해수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 해수면 만조위 및 태풍의 영향으로 월파한 해수가 저지대로 유입되어 침수 발생.,2650000000,201702,2,0.3m~0.5m,8707000300,20161005,20161005,900,1100,79408.8
90601,2,화천지구,2014 정읍시 침수흔적도,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생,4518000000,201501,10,0.5m(최저)~1.0m(최고),0,20140818,20140818,900,1900,EL. 11.1m
90600,2,화룡지구,2014 정읍시 침수흔적도,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생. 배수펌프장이 있으나 배수펌프의 미작동으로 인하여 침수피해 가중됨.,4518000000,201501,10,0.5m(최저)~1.5m(최고),0,20140818,20140818,900,1900,EL. 20.3m
90607,2,적성면 괴정1/2지구,2013년 집중호우에 의한 침수,섬진강이 휘어져 가는 구간으로 섬진강 제방쪽으로 구거가 설치되어있다. 지면의 높이는 섬진강방향으로 낮아지는 형태이며/ 배수방향 또한 섬진강방향으로 흐르도록 되어있다. 하지만 집중호우시 급격히 늘어난 배수량을 감당하지 못하고 제방 부분에서 오히려 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어난다. 상습적인 침수지역으로 개선책이 필요하다.,4577000000,201501,21,0.787(최저)~3.804(최고)m,0,20130704,20130705,1800,1500,EL. 80.839m
90606,2,유등면 건곡창신지구,2013년 집중호우에 의한 침수,섬진강이 휘어져 가는 구간으로 섬진강 제방쪽으로 구거가 설치되어 있다. 지면의 높이는 섬진강방향으로 낮아지는 형태이며/ 배수방향 또한 섬진강방향으로 흐르도록 되어있다. 하지만 집중호우시 급격히 늘어난 배수량을 감당하지 못하고 제방 부분에서 오히려 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어난다. 상습적인 침수지역으로 개선책이 필요하다.,4577000000,201501,21,0.698(최저)~2.159(최고)m,0,20130704,20130705,1800,1500,EL. 77.696m
90608,2,아산면 대동지구,아산면 대동지구,침수지역에 집중적인 폭우로 인한 강수량을 소화할 수 있는 배수로의 폭이 적어 인근 저지대로 지속적인 범람으로 인해 침수됨.침수지역에 집중적인 폭우로 인하여 배수구에 퇴적물 및 이물질이 끼어 배수구가 막히고 상류의 수압을 견디지 못하여 하류에 위치한 농경지에 범람하게 되어 침수 됨.,4579000000,201501,12,0.2m(최저)~1.5m(최고),0,20140818,20140819,1200,0,EL. 17.8m
90610,1,상주지구,태풍 ‘산파’,바다와 금양천의 합류부에 침수 피해지역이 존재하여 하천의 수위상승과 하천 흐름의 지체로 내수배제가 불리한 지역임,4884000000,201501,7,0.5m(최저)~2.8m(최고),0,20120916,20120917,1800,100,EL. 5.3m
90441,1,덕월지구,태풍 ‘산파’,바다와 양지천의 합류부에 침수 피해지역이 존재하여 하천의 수위상승과 하천 흐름의 지체로 내수배제가 불리한 지역임,4884000000,201501,7,0.5m~2.8m,0,20120916,20120917,1800,100,EL. 5.3m
90605,2,명암지구,2014. 07. 17.~2014. 07. 18. 집중호우,일시적인 집중폭우로 갑작스런 유수량 증가와 배수시설 미비로 인해 빗물의 배출이 원활히 이루어지지 않음.침수피해지역이 인접한 지역에 비해 지대가 낮아 빗물이 갑작스럽게 몰려 일시적인 침수를 초래함.,4420000000,201501,2,0.4m(최저)~2.2m(최고),0,20140718,20140718,500,700,44.2m
90604,2,백석지구,7.18 집중호우로 인한 침수흔적도 작성,천안시 서북구 번영로에서 7.18 집중호우에 따른 하천범람 및 아파트공사장 자재물로 인하여 하수구가 막혀 침수되었음.,4413300000,201501,5,0.20(최저)~0.70m(최고),0,20140718,20140718,500,1000,EL. 38.981m
90595,2,덕천3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501,2,0.3m(최저)~0.6m(최고),0,20140825,20140825,1400,1600,EL. 53.0m
90594,2,덕천2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501,2,0.4m(최저)~0.7m(최고),0,20140825,20140825,1400,1600,EL. 8.0m
90596,2,구포1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501,2,0.3m(최저)~0.8m(최고),0,20140825,20140825,1400,1600,EL. 5.2m
90597,2,구포2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501,2,0.4m(최저)~1.3m(최고),0,20140825,20140825,1400,1600,EL. 27.6m
90598,2,구포3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2632000000,201501,2,0.4m(최저)~1.1m(최고),0,20140825,20140825,1400,1600,EL. 117.8m
90480,3,흥천4지구,2013.7.22~23.집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201404,5,0.5~3.0,0,20130722,20130722,700,1200,47.3~51.9
90481,2,흥천5지구,2013.7.22~23.집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201404,5,0.5~2.0,0,20130722,20130722,700,1200,36.3~40.8
90483,2,흥천7지구,2013.7.22.~23.집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201404,5,0.5~2.5,0,20130722,20130722,700,1200,38.3~47.0
90514,2,하남 수산지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,4827000000,201411,43,0.5m(최저)~1.1m(최고),0,20140825,20140827,500,0,EL. 34.8m
90513,2,하남 백산지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,4827000000,201411,43,0.5m(최저)~1.0m(최고),0,20140825,20140827,500,0,EL. 35.8m
90512,2,하남 명례지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,4827000000,201411,43,0.5m(최저)~1.0m(최고),0,20140825,20140827,500,0,EL. 33.3m
90506,2,무안 무안지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,4827000000,201411,43,0.6m(최저)~1.5m(최고),0,20140825,20140827,500,0,EL. 38.7m
90527,2,복다1지구,2014년 7월 18일 집중호우,장동천과 용촌천의 합류부로 하천의 수위상승과 흐름의 지체로 내수배제가 않됨,4615000000,201408,4,0.5m~2.5m,0,20140718,20140718,1900,2300,EL. 86.6m
90500,2,대신8지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,2.0m미만,0,20130722,20130722,500,1000,EL. 44.639m
90526,2,양매지구,2014년 8월 25일 호우경보,양간천과 가양천의 합류부에 침수 피해지역이 존재하여 하천의 수위상승과 하천 흐름의 지체로 내수배제가 불리한 지역임,4684000000,201411,1,0.20m(최저)~0.90m(최고),0,20140825,20140825,1130,1230,EL. 5.30m
90482,2,흥천6지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,2.0m 미만,0,20130722,20130722,700,1200,EL. 41.543m
90516,2,수영1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 수영강 수위 상승으로 범람 위기2. 하천 수위 상승으로 인한 내수배제 불량- 수영강 수위 상승으로 배수 지연3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2650000000,201412,2,0.2m(최저)~0.8m(최고),0,20140825,20140825,1500,1700,EL. 2.8m
90517,2,수영2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2650000000,201412,2,0.2m(최저)~0.7m(최고),0,20140825,20140825,1500,1700,EL. 5.7m
90520,2,연제2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2647000000,201412,2,0.2m(최저)~0.8m(최고),0,20140825,20140825,1500,1700,EL. 5.1m
90523,2,연제5지구,집중호우로 인한 침수피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2647000000,201412,2,0.2m(최저)~0.7m(최고),0,20140825,20140825,1500,1700,EL. 3.3m
90524,2,도안지구,2014년 집중호우,집중호우시 급격히 늘어난 배수량을 감당하지 못하고/역류현상이 일어나 지대가 낮은곳부터 침수가 일어남,4678000000,201412,20,1.0m(최저)~2.0m(최고),0,20140802,20140803,1400,1000,EL. 122.6 m
90486,2,흥천10지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,1.0m이상~2.0m 미만,0,20130722,20130722,700,1200,EL. 41.543m
90494,2,대신2지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,0.5m이상~2.5m 미만,0,20130722,20130722,500,1000,EL. 44.639m
90495,2,대신3지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,0.5m이상,0,20130722,20130722,500,1000,EL. 44.639m
90497,2,대신5지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,0.5m이상,0,20130722,20130722,500,1000,EL. 44.639m
90501,2,대신9지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,2.5m 미만,0,20130722,20130722,500,1000,EL. 44.639m
90532,2,부곡지구,2014년7월19일집중호우,집중 호우 시 배수량을 감당하지 못하여 지대가 낮은 곳부터 침수가 일어남,4679000000,201412,14,0.5m ~ 2.0m,0,20140719,20140719,100,1500,EL. 44.5m
90531,2,춘양면 가봉지구,2014년7월19일집중호우,집중호우시 늘어난 배수량을 감당하자 못하고 제방부분에서 오히려 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어남,4679000000,201412,14,0.5m ~ 2.0m,0,20140719,20140719,100,1500,EL. 52.3m
90534,2,운월지구,2014년7월19일집중호우,집중 호우 시 배수량을 감당하지 못하여 지대가 낮은 곳부터 침수가 일어남,4679000000,201412,14,0.5m ~ 2.0,0,20140719,20140719,100,1500,EL. 36.4m
90521,2,연제3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,2647000000,201412,2,0.2m(최저)~0.4m(최고),0,20140825,20140825,1500,1700,EL. 5.6m
90456,2,외이지구,7월 집중호우,집중호우시 급격히 늘어난 배수량을 감당하지 못하고 제방 부분에서 오히려 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어난다.,4577000000,201501,21,0.196(최저)~1.93(최고)m,0,20130704,20130705,1800,1500,EL. 76.001m
90502,2,대신10지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,0.5m이상~1.5m 미만,0,20130722,20130722,500,1000,EL. 44.639m
90498,2,대신6지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,0,0.5m이상,0,20130722,20130722,500,1000,EL. 44.639m
90487,2,능서1지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,1.5m 미만,0,20130722,20130722,400,900,EL. 43.955m
90488,2,능서2지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,2.0m 미만,0,20130722,20130722,400,900,EL. 43.955m
90490,2,능서4지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,2.0m 미만,0,20130722,20130722,400,900,EL. 43.955m
90493,2,대신1지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,2.5m 미만,0,20130722,20130722,500,1000,EL. 44.639m
90499,2,대신7지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,2.0m 미만,0,20130722,20130722,500,1000,EL. 44.639m
90503,2,대신11지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,0.5m이상~2.0m 미만,0,20130722,20130722,500,1000,EL. 44.639m
90505,2,금사이포지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,4173000000,201501,5,3.0m미만,0,20130722,20130722,500,1000,EL. 36.000m
90535,2,망성어량지구,2014.08.25 집중호우,금강과 강경천/ 어량천이 만나는 구간으로 어량천 제방쪽으로 구거가 설치되어있다.지면의 높이는 어량천이 높고 경지정리 구간이 낮아지는 형태이며/ 배수방향 또한 어량천쪽으로 흐르도록 되어있다.집중호우시 급격히 늘어난 배수량을 감당하지 못하고 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어나 개선책이 필요하다.,4514000000,201501,9,0.8m(최저)~1.2m(최고),0,20140825,20140825,100,1000,EL. 8.7m
90623,2,와룡지구,2014년 8월18일 집중호우,집중호우로 하천 배수 초과 하천역류로 인한 저지대 침수,4687000000,201501,25,0.5m(최저)~2.0m(최고),0,20140818,20140819,500,600,EL. 8.1m
90621,2,상계지구,2014년 8월18일 집중호우,집중호우로 하천 배수 초과 하천역류로 인한 저지대 침수,4687000000,201501,25,0.5m(최저)~1.0m(최고),0,20140818,20140819,500,600,EL. 2.5m
90566,2,가야동1지구,폭우로 인한 침수피해,집중호우로로 인한 배수배재 불량,2623000000,201501,2,0.3~0.7,0,20140825,20140825,1500,1700,31.4
90619,2,입암지구,2014년 8월18일 집중호우,집중호우로 하천 배수 초과 하천역류로 인한 저지대 침수,4687000000,201501,25,0.5m(최저)~2.5m(최고),0,20140818,20140819,500,600,EL. 4.4m
90537,2,두구1/2/3/4지구,8월25일 집중호우에 의한 침수 피해,수영강의 범람으로 하천수가 저지대로 유입되어 침수발생,2641000000,201502,4,0.3~1.0,0,20140825,20140825,1500,1900,51.0~53.2
90536,2,부곡1/2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우(단시간 집중호우 발생)2. 지표수 및 노면수가 저지대로 일시 유입3. 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 온천천 주변의 저지대로 유입되어 침수 발생,2641000000,201501,4,0.3~1.0,0,20140825,20140825,1500,1900,10.6~12.6
90625,2,상안지구,우수기 집중호우,우수기 집중호우로 인한 범람,3120000000,201502,6,0.5~0.8,0,20140818,20140818,1200,1800,EL.15.6
90543,2,남산2/3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 온천천의 범람으로 하천수가 저지대로 유입되어 침수 발생,2641000000,201501,4,0.3~1.0,0,20140825,20140825,1500,1900,38.7~36.0
90549,2,문중지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 하천 수위 상승으로 인한 내수배제 불량- 덕선천과 동백천 사이 하천을 복개하여 우수 배제가 불리- 하천 수위 상승으로 배수 지연 및 주변 저지대 침수 발생3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,2671000000,201501,3,0.2~0.5,0,20140825,20140825,1500,1800,10.29
